item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM10785,Electronics,11.85,0.77,4,3,3.0,0.004222257829051613,Intermittent
ITM10278,Groceries,28.93,1.85,8,12,12.0,0.0040892775617606385,Intermittent
ITM12920,Groceries,29.51,8.75,8,13,13.0,0.0879179771349528,Intermittent
ITM11347,Automotive,23.74,6.86,8,12,12.0,0.08350006281188588,Intermittent
ITM12107,Pharma,44.06,4.11,5,12,12.0,0.008701510691173612,Intermittent
ITM12639,Automotive,34.38,2.65,6,8,8.0,0.005941279766467304,Intermittent
ITM12122,Groceries,15.89,1.74,8,5,5.0,0.011990870209404569,Intermittent
ITM11117,Automotive,14.19,8.67,4,9,9.0,0.37331324951168604,Intermittent
ITM12915,Groceries,16.51,4.17,7,6,6.0,0.0637937252205865,Intermittent
ITM10260,Apparel,41.44,6.56,3,13,13.0,0.025059256719488377,Intermittent
ITM11456,Groceries,44.07,2.61,2,6,6.0,0.0035074776606250063,Intermittent
ITM11266,Groceries,3.11,4.39,9,11,11.0,1.9925455692145446,Lumpy
ITM11160,Electronics,6.74,9.53,9,3,3.0,1.9992449524077869,Lumpy
ITM11052,Electronics,46.26,2.68,2,3,3.0,0.003356281129853277,Intermittent
ITM12810,Groceries,13.4,9.08,8,6,6.0,0.45915794163510804,Intermittent
ITM10689,Groceries,7.88,9.78,5,10,10.0,1.540370790280605,Lumpy
ITM10700,Groceries,38.18,7.65,9,6,6.0,0.040146808108375835,Intermittent
ITM10743,Automotive,35.6,7.04,3,14,14.0,0.0391061734629466,Intermittent
ITM11396,Apparel,6.68,3.77,4,6,6.0,0.31851491627523393,Intermittent
ITM13038,Electronics,36.87,3.11,4,8,8.0,0.0071149934209795524,Intermittent
ITM12008,Apparel,19.6,7.64,7,11,11.0,0.15194085797584336,Intermittent
ITM10000,Pharma,49.85,1.56,4,4,4.0,0.0009793070284071874,Intermittent
ITM10281,Automotive,10.33,8.68,4,5,5.0,0.7060554461717813,Lumpy
ITM10160,Groceries,46.62,2.26,7,12,12.0,0.0023500242290461076,Intermittent
ITM10662,Electronics,48.33,1.07,2,8,8.0,0.0004901555958246057,Intermittent
ITM11134,Groceries,5.31,9.03,8,11,11.0,2.891921223147882,Lumpy
ITM11996,Automotive,40.96,1.35,5,14,14.0,0.0010862946510314941,Intermittent
ITM10762,Automotive,6.99,6.93,4,5,5.0,0.9829062977767133,Lumpy
ITM12067,Pharma,1.28,7.78,7,5,5.0,36.943603515625,Lumpy
ITM12801,Automotive,42.96,8.14,2,9,9.0,0.03590213407127674,Intermittent
ITM11478,Automotive,47.27,9.42,7,12,12.0,0.03971280844630915,Intermittent
ITM11423,Groceries,33.39,3.13,6,11,11.0,0.00878730775830235,Intermittent
ITM10135,Groceries,28.14,1.59,5,11,11.0,0.003192611417478553,Intermittent
ITM11766,Pharma,49.68,3.6,2,5,5.0,0.005250997689561017,Intermittent
ITM11441,Groceries,38.28,0.67,9,9,9.0,0.00030634143838121784,Intermittent
ITM12425,Automotive,37.4,9.59,7,10,10.0,0.06574973547999656,Intermittent
ITM10459,Groceries,20.3,6.69,2,7,7.0,0.10860758572156569,Intermittent
ITM13180,Electronics,2.35,5.47,5,6,6.0,5.417999094612946,Lumpy
ITM10046,Apparel,40.81,4.51,7,3,3.0,0.012212930740113771,Intermittent
ITM11591,Electronics,24.23,3.14,7,3,3.0,0.016793934997340283,Intermittent
ITM12550,Pharma,47.39,7.81,3,4,4.0,0.027159930254182885,Intermittent
ITM10422,Apparel,13.92,5.41,9,4,4.0,0.1510483757761924,Intermittent
ITM13172,Groceries,25.2,7.02,5,12,12.0,0.07760204081632653,Intermittent
ITM12834,Pharma,36.71,0.62,8,13,13.0,0.00028524274684609745,Intermittent
ITM10219,Electronics,39.7,6.02,6,4,4.0,0.022993864563571872,Intermittent
ITM11232,Electronics,18.71,1.13,7,5,5.0,0.003647617679162187,Intermittent
ITM11410,Groceries,9.49,2.29,8,5,5.0,0.05822889381646256,Intermittent
ITM13146,Pharma,8.0,2.67,9,6,6.0,0.1113890625,Intermittent
ITM13115,Apparel,28.0,1.05,4,13,13.0,0.00140625,Intermittent
ITM11297,Groceries,29.02,6.44,8,13,13.0,0.04924667557391681,Intermittent
ITM11549,Automotive,10.75,6.99,4,10,10.0,0.4228023796646837,Intermittent
ITM12900,Electronics,18.21,7.48,2,8,8.0,0.1687265024768994,Intermittent
ITM11930,Pharma,13.97,1.48,8,3,3.0,0.011223559637201917,Intermittent
ITM11978,Apparel,15.67,9.14,2,10,10.0,0.3402157370690726,Intermittent
ITM11987,Apparel,39.77,1.22,6,13,13.0,0.0009410408566885944,Intermittent
ITM10621,Apparel,27.37,0.65,2,6,6.0,0.0005639974214972322,Intermittent
ITM12115,Automotive,29.69,4.89,8,14,14.0,0.027126722398431478,Intermittent
ITM11702,Pharma,29.07,1.98,3,3,3.0,0.004639170316978021,Intermittent
ITM10966,Electronics,48.18,5.28,7,7,7.0,0.01200975792831676,Intermittent
ITM10266,Pharma,31.53,5.98,8,12,12.0,0.03597115861544375,Intermittent
ITM10787,Pharma,15.74,7.82,6,3,3.0,0.2468334708388699,Intermittent
ITM11860,Groceries,29.78,9.89,8,7,7.0,0.11029179282501947,Intermittent
ITM10786,Apparel,5.01,4.17,6,3,3.0,0.6927821004697192,Lumpy
ITM11136,Apparel,29.45,6.08,6,3,3.0,0.042622268470343394,Intermittent
ITM10276,Automotive,35.79,7.86,8,12,12.0,0.04823049234533101,Intermittent
ITM12680,Apparel,48.85,8.3,7,11,11.0,0.028868688117385643,Intermittent
ITM11388,Groceries,4.77,1.59,9,8,8.0,0.11111111111111113,Intermittent
ITM12438,Apparel,5.09,4.43,3,11,11.0,0.7574812510373202,Lumpy
ITM11939,Apparel,17.22,1.37,8,12,12.0,0.006329579224114792,Intermittent
ITM11042,Groceries,34.54,6.03,3,11,11.0,0.030478245140281957,Intermittent
ITM11337,Electronics,20.52,8.26,2,12,12.0,0.16203371217734613,Intermittent
ITM12203,Automotive,23.43,3.25,2,13,13.0,0.01924075655838834,Intermittent
ITM10444,Automotive,42.71,7.57,3,13,13.0,0.03141467825924498,Intermittent
ITM12028,Groceries,33.8,6.58,8,8,8.0,0.03789818283673541,Intermittent
ITM10322,Apparel,17.44,3.37,2,9,9.0,0.03733935748253514,Intermittent
ITM12862,Pharma,47.78,7.62,7,3,3.0,0.025434174808110492,Intermittent
ITM12483,Apparel,22.23,3.45,9,14,14.0,0.024085699559809937,Intermittent
ITM13066,Automotive,15.47,1.58,8,7,7.0,0.010431182567005221,Intermittent
ITM10134,Groceries,10.48,2.9,2,11,11.0,0.07657260649146319,Intermittent
ITM11550,Automotive,39.56,9.08,9,5,5.0,0.05268162119001637,Intermittent
ITM10420,Apparel,2.1,4.78,5,9,9.0,5.181043083900226,Lumpy
ITM12165,Groceries,29.26,4.31,8,13,13.0,0.021697310136710064,Intermittent
ITM11091,Groceries,4.19,1.86,7,12,12.0,0.1970597114393288,Intermittent
ITM12266,Groceries,16.01,4.46,3,11,11.0,0.07760452652757234,Intermittent
ITM10259,Apparel,41.16,9.41,9,3,3.0,0.05226711328707522,Intermittent
ITM12159,Automotive,14.0,4.45,9,11,11.0,0.10103316326530615,Intermittent
ITM12994,Electronics,42.66,5.1,8,3,3.0,0.014292185685658954,Intermittent
ITM11945,Electronics,23.82,4.88,9,13,13.0,0.041971658414881825,Intermittent
ITM11907,Automotive,41.22,3.53,8,14,14.0,0.007333873858476109,Intermittent
ITM11714,Pharma,2.53,6.26,4,10,10.0,6.122201565404865,Lumpy
ITM11361,Groceries,25.73,8.97,2,7,7.0,0.12153610492771585,Intermittent
ITM12176,Electronics,5.21,3.27,9,13,13.0,0.393930909479408,Intermittent
ITM10472,Apparel,36.51,7.54,7,4,4.0,0.04264999905099859,Intermittent
ITM10404,Pharma,6.1,0.67,6,8,8.0,0.012063961300725613,Intermittent
ITM12792,Automotive,47.28,5.47,4,7,7.0,0.013385041342071283,Intermittent
ITM11089,Electronics,11.73,3.75,9,8,8.0,0.10220367475356651,Intermittent
ITM11970,Electronics,32.88,9.0,9,4,4.0,0.07492407693537216,Intermittent
ITM11288,Groceries,44.51,4.39,6,9,9.0,0.009727782502610492,Intermittent
ITM12045,Pharma,14.36,8.61,6,14,14.0,0.35949878182199074,Intermittent
ITM12023,Automotive,23.96,5.81,2,12,12.0,0.05880017753573707,Intermittent
ITM11542,Groceries,45.57,3.08,2,7,7.0,0.004568181764554591,Intermittent
ITM10609,Electronics,13.59,1.7,4,14,14.0,0.01564800330936319,Intermittent
ITM10850,Groceries,43.44,8.19,8,3,3.0,0.03554578996367633,Intermittent
ITM12393,Automotive,43.3,3.86,6,4,4.0,0.007946919552613754,Intermittent
ITM12536,Pharma,49.14,1.51,5,13,13.0,0.0009442426007342572,Intermittent
ITM10527,Electronics,15.75,7.5,4,10,10.0,0.22675736961451246,Intermittent
ITM10515,Groceries,33.9,9.15,9,9,9.0,0.07285222022084738,Intermittent
ITM12406,Electronics,31.27,5.84,7,12,12.0,0.03487947438615301,Intermittent
ITM11944,Apparel,19.58,9.16,2,5,5.0,0.21885958551439266,Intermittent
ITM12146,Apparel,28.26,8.87,3,7,7.0,0.09851512770157202,Intermittent
ITM12012,Groceries,44.57,3.38,4,4,4.0,0.005751063096427261,Intermittent
ITM10468,Electronics,26.26,1.61,7,8,8.0,0.0037589132983249693,Intermittent
ITM10358,Electronics,38.47,4.09,8,12,12.0,0.011303221635404495,Intermittent
ITM11912,Pharma,3.61,4.29,3,4,4.0,1.4122129204042326,Lumpy
ITM11449,Groceries,7.37,9.3,2,9,9.0,1.5923220949649188,Lumpy
ITM13000,Groceries,18.29,4.11,7,13,13.0,0.05049591344838833,Intermittent
ITM12251,Electronics,17.32,5.92,5,3,3.0,0.11682818725365222,Intermittent
ITM13019,Electronics,28.94,1.1,8,7,7.0,0.0014447354080529794,Intermittent
ITM10545,Automotive,25.85,5.15,6,4,4.0,0.03969112084672396,Intermittent
ITM10918,Automotive,15.79,6.14,9,11,11.0,0.15120720379618335,Intermittent
ITM11995,Electronics,44.35,5.14,8,8,8.0,0.013431947623762501,Intermittent
ITM10448,Electronics,49.06,7.12,5,10,10.0,0.021062256604349294,Intermittent
ITM10023,Electronics,4.8,7.03,5,10,10.0,2.1450043402777776,Lumpy
ITM11787,Electronics,28.51,9.57,3,10,10.0,0.11267548624843307,Intermittent
ITM10943,Groceries,35.13,5.09,2,11,11.0,0.020993230057865665,Intermittent
ITM10542,Apparel,6.23,2.06,2,11,11.0,0.10933478302317012,Intermittent
ITM12895,Electronics,19.99,4.58,9,8,8.0,0.0524934803569869,Intermittent
ITM12852,Pharma,2.33,8.95,5,14,14.0,14.754830628672472,Lumpy
ITM12809,Automotive,14.44,2.7,8,3,3.0,0.03496174829843234,Intermittent
ITM12724,Pharma,12.6,4.29,2,14,14.0,0.11592403628117914,Intermittent
ITM10631,Electronics,40.54,7.62,9,10,10.0,0.035329903724485114,Intermittent
ITM12111,Pharma,6.88,1.71,7,3,3.0,0.06177536844240129,Intermittent
ITM11942,Automotive,5.91,1.23,6,5,5.0,0.04331469504496379,Intermittent
ITM11798,Electronics,33.88,4.24,7,6,6.0,0.015661916703024352,Intermittent
ITM12170,Apparel,39.76,2.41,8,8,8.0,0.003674018456817364,Intermittent
ITM10995,Apparel,22.38,8.87,3,11,11.0,0.15708223623000553,Intermittent
ITM13067,Apparel,10.69,1.74,9,5,5.0,0.026493728784934036,Intermittent
ITM11508,Electronics,12.19,2.38,2,13,13.0,0.03811943920466284,Intermittent
ITM13103,Automotive,25.21,8.6,5,3,3.0,0.11637272692799759,Intermittent
ITM10777,Automotive,13.38,9.06,6,7,7.0,0.4585050976291499,Intermittent
ITM10927,Pharma,6.87,1.55,6,5,5.0,0.05090376698469602,Intermittent
ITM12334,Electronics,49.33,3.13,6,13,13.0,0.004025932083472145,Intermittent
ITM11105,Automotive,16.35,8.55,4,8,8.0,0.2734618298123053,Intermittent
ITM11097,Electronics,35.69,1.56,7,7,7.0,0.0019105398507634117,Intermittent
ITM11138,Pharma,15.25,1.84,6,3,3.0,0.014557807041117981,Intermittent
ITM13192,Groceries,20.05,9.59,5,12,12.0,0.22877494542944382,Intermittent
ITM11162,Groceries,48.03,5.18,5,6,6.0,0.011631463072064101,Intermittent
ITM11638,Electronics,12.9,4.69,4,14,14.0,0.1321801574424614,Intermittent
ITM12182,Pharma,32.53,1.87,9,5,5.0,0.003304570994033364,Intermittent
ITM11893,Apparel,42.04,9.3,4,11,11.0,0.0489373538499422,Intermittent
ITM10730,Automotive,12.79,5.48,9,7,7.0,0.18357774380272907,Intermittent
ITM11916,Automotive,42.51,1.61,7,12,12.0,0.0014343975743236364,Intermittent
ITM12513,Electronics,25.07,8.96,8,10,10.0,0.12773424678152867,Intermittent
ITM10941,Automotive,5.99,0.58,3,8,8.0,0.009375670636369461,Intermittent
ITM10668,Apparel,49.1,1.49,4,9,9.0,0.0009208938074754957,Intermittent
ITM11514,Pharma,23.03,4.27,7,12,12.0,0.0343769920824826,Intermittent
ITM12202,Pharma,1.77,2.02,5,10,10.0,1.3024354431995913,Lumpy
ITM11322,Automotive,3.68,6.37,4,3,3.0,2.9962857396030245,Lumpy
ITM11159,Automotive,5.84,8.88,2,10,10.0,2.312066053668606,Lumpy
ITM12742,Apparel,28.44,2.8,2,14,14.0,0.009692970222799843,Intermittent
ITM12556,Automotive,34.72,1.93,3,10,10.0,0.00308997656034318,Intermittent
ITM11768,Electronics,12.36,3.51,5,7,7.0,0.08064497125082476,Intermittent
ITM13090,Automotive,27.32,1.97,9,14,14.0,0.0051996134957094375,Intermittent
ITM12042,Automotive,1.4,4.23,8,9,9.0,9.1290306122449,Lumpy
ITM11832,Apparel,35.65,0.78,8,6,6.0,0.0004787073956122424,Intermittent
ITM11859,Electronics,5.94,1.85,3,3,3.0,0.09699973925563149,Intermittent
ITM11142,Electronics,22.87,8.42,4,7,7.0,0.13554760667937577,Intermittent
ITM12813,Electronics,40.68,6.8,7,5,5.0,0.02794190018457124,Intermittent
ITM10719,Apparel,29.82,2.75,6,3,3.0,0.008504525925955915,Intermittent
ITM11278,Apparel,16.53,5.9,9,8,8.0,0.12739674038549864,Intermittent
ITM11073,Groceries,33.03,1.6,9,6,6.0,0.0023465122075006077,Intermittent
ITM13142,Groceries,14.56,6.66,3,12,12.0,0.2092308447047458,Intermittent
ITM10860,Electronics,6.96,6.93,2,10,10.0,0.9913978894173603,Lumpy
ITM12241,Automotive,23.76,3.07,5,11,11.0,0.016694902164178252,Intermittent
ITM12791,Pharma,44.25,1.29,7,10,10.0,0.000849870726802643,Intermittent
ITM10738,Pharma,2.52,9.82,5,9,9.0,15.18524817334341,Lumpy
ITM11887,Groceries,22.88,8.01,9,3,3.0,0.12256119645214926,Intermittent
ITM10767,Automotive,38.86,4.58,9,11,11.0,0.013890739392289093,Intermittent
ITM10670,Groceries,13.77,3.54,2,9,9.0,0.06609044004917387,Intermittent
ITM11676,Pharma,5.31,3.49,6,8,8.0,0.43197818137969446,Intermittent
ITM12024,Pharma,49.47,7.97,4,3,3.0,0.025955704553572094,Intermittent
ITM10267,Electronics,25.23,6.93,4,8,8.0,0.07544526150144003,Intermittent
ITM10793,Apparel,22.74,7.56,8,11,11.0,0.1105255463273021,Intermittent
ITM11064,Electronics,25.18,2.15,3,11,11.0,0.0072906368822792025,Intermittent
ITM12635,Groceries,42.1,9.65,9,14,14.0,0.05254004434639841,Intermittent
ITM12590,Apparel,4.03,3.84,2,12,12.0,0.9079299792499183,Lumpy
ITM12188,Electronics,38.08,6.68,6,6,6.0,0.030772235364734123,Intermittent
ITM12746,Pharma,13.51,9.66,4,3,3.0,0.5112620473032833,Lumpy
ITM11877,Pharma,39.35,6.9,7,10,10.0,0.030747421973008015,Intermittent
ITM12836,Automotive,10.63,8.07,8,3,3.0,0.5763423598346503,Lumpy
ITM13160,Electronics,36.75,6.16,8,14,14.0,0.028096145124716553,Intermittent
ITM10578,Apparel,28.28,4.77,9,12,12.0,0.02844971681447796,Intermittent
ITM11301,Apparel,2.14,9.46,9,3,3.0,19.54135732378374,Lumpy
ITM12499,Automotive,8.11,7.58,2,3,3.0,0.873567971830001,Lumpy
ITM11087,Groceries,13.44,8.9,2,13,13.0,0.43851199333900237,Intermittent
ITM10323,Electronics,16.94,4.6,5,5,5.0,0.07373757507920863,Intermittent
ITM10663,Groceries,45.68,9.74,7,3,3.0,0.04546379903141016,Intermittent
ITM11617,Electronics,28.47,4.3,8,4,4.0,0.022811927195777532,Intermittent
ITM10791,Automotive,48.33,5.31,9,7,7.0,0.012071339152266714,Intermittent
ITM11937,Apparel,34.22,6.45,2,9,9.0,0.03552707222253914,Intermittent
ITM12893,Automotive,39.72,9.19,6,13,13.0,0.0535318858393447,Intermittent
ITM12221,Apparel,16.0,1.52,2,12,12.0,0.009025,Intermittent
ITM11198,Pharma,29.18,3.42,2,12,12.0,0.013736675434224292,Intermittent
ITM11999,Groceries,32.68,2.31,8,4,4.0,0.0049964306527897845,Intermittent
ITM10930,Apparel,9.85,1.05,6,7,7.0,0.011363343554330184,Intermittent
ITM10554,Automotive,40.04,0.64,3,14,14.0,0.00025548876697727846,Intermittent
ITM10213,Apparel,35.84,3.74,9,6,6.0,0.010889481525031885,Intermittent
ITM12710,Pharma,27.62,9.06,9,7,7.0,0.1075992011162141,Intermittent
ITM11737,Automotive,45.59,4.36,7,10,10.0,0.009146054693403217,Intermittent
ITM10569,Groceries,35.89,2.4,3,4,4.0,0.004471729932976066,Intermittent
ITM10377,Apparel,14.46,9.18,4,8,8.0,0.4030405812572097,Intermittent
ITM10299,Electronics,10.0,7.8,7,6,6.0,0.6084,Lumpy
ITM10823,Groceries,48.5,6.55,9,7,7.0,0.018238920182803698,Intermittent
ITM12606,Apparel,4.93,8.27,8,5,5.0,2.8139552106776824,Lumpy
ITM10816,Electronics,29.84,4.57,7,5,5.0,0.023454963558999207,Intermittent
ITM11137,Groceries,30.13,6.95,7,10,10.0,0.053207315263683684,Intermittent
ITM10643,Groceries,24.57,2.55,6,6,6.0,0.010771347767684762,Intermittent
ITM12163,Apparel,31.2,6.58,2,5,5.0,0.044477728468113084,Intermittent
ITM10084,Electronics,17.19,9.43,9,9,9.0,0.3009342593692438,Intermittent
ITM11339,Automotive,15.37,8.33,6,7,7.0,0.2937259166540028,Intermittent
ITM11257,Groceries,27.79,6.73,5,11,11.0,0.05864797682614469,Intermittent
ITM10679,Automotive,33.39,9.03,7,11,11.0,0.07313792967050353,Intermittent
ITM11049,Electronics,41.49,7.84,9,11,11.0,0.035706333392993374,Intermittent
ITM12512,Electronics,30.43,5.9,8,9,9.0,0.037592405664498424,Intermittent
ITM10449,Apparel,28.09,3.44,5,7,7.0,0.014997311317269503,Intermittent
ITM10549,Apparel,48.49,3.55,8,4,4.0,0.005359846323711071,Intermittent
ITM11287,Apparel,10.22,9.47,3,3,3.0,0.8586143971568736,Lumpy
ITM12529,Apparel,37.77,4.84,5,5,5.0,0.016420892335750944,Intermittent
ITM12504,Automotive,20.09,5.46,2,12,12.0,0.07386273962291638,Intermittent
ITM10199,Pharma,37.0,3.36,9,8,8.0,0.008246603360116874,Intermittent
ITM11568,Pharma,46.31,1.0,5,3,3.0,0.00046628391906598104,Intermittent
ITM12774,Pharma,19.19,7.61,9,14,14.0,0.15726039568658876,Intermittent
ITM10796,Automotive,27.84,9.52,5,9,9.0,0.11693255383802352,Intermittent
ITM11812,Electronics,16.91,1.12,3,10,10.0,0.004386810053992316,Intermittent
ITM12279,Electronics,38.04,7.14,5,8,8.0,0.03523022420364418,Intermittent
ITM12657,Groceries,4.18,3.8,2,9,9.0,0.8264462809917354,Lumpy
ITM10672,Automotive,10.17,8.41,7,12,12.0,0.6838330485966687,Lumpy
ITM10056,Pharma,49.92,3.05,9,7,7.0,0.003732935838367027,Intermittent
ITM10304,Groceries,24.38,7.69,4,10,10.0,0.09949133927471852,Intermittent
ITM12269,Pharma,36.94,9.65,4,11,11.0,0.06824342962101583,Intermittent
ITM13153,Apparel,21.63,8.22,3,9,9.0,0.14442108260025666,Intermittent
ITM11522,Groceries,33.69,2.94,9,6,6.0,0.007615398583332871,Intermittent
ITM11545,Electronics,7.4,9.21,9,13,13.0,1.5490157048940834,Lumpy
ITM11507,Apparel,33.33,5.72,2,8,8.0,0.0294524501955146,Intermittent
ITM11284,Automotive,6.44,5.1,4,13,13.0,0.6271459434435398,Lumpy
ITM11116,Pharma,36.92,3.37,5,4,4.0,0.008331753585099229,Intermittent
ITM12751,Apparel,24.3,2.07,9,6,6.0,0.007256515775034291,Intermittent
ITM12077,Electronics,39.72,5.2,5,8,8.0,0.01713910769140276,Intermittent
ITM13154,Pharma,10.91,8.67,8,3,3.0,0.6315223043970288,Lumpy
ITM11544,Groceries,40.49,2.7,9,3,3.0,0.004446640044976331,Intermittent
ITM10137,Apparel,8.71,8.61,4,12,12.0,0.9771697021384289,Lumpy
ITM12629,Electronics,16.97,4.94,6,6,6.0,0.08474034215463598,Intermittent
ITM10980,Groceries,41.23,8.26,6,14,14.0,0.040135938729566674,Intermittent
ITM11728,Pharma,39.79,8.84,5,10,10.0,0.04935789749666523,Intermittent
ITM11974,Apparel,34.99,9.24,3,12,12.0,0.06973584336062702,Intermittent
ITM11182,Automotive,20.23,2.42,3,8,8.0,0.014309978011151537,Intermittent
ITM11475,Pharma,43.51,2.8,4,7,7.0,0.004141311478336742,Intermittent
ITM10440,Electronics,17.12,4.45,6,13,13.0,0.067563556314962,Intermittent
ITM11805,Apparel,3.64,3.77,7,7,7.0,1.0727040816326527,Lumpy
ITM10103,Apparel,17.98,2.02,6,3,3.0,0.012621860156075035,Intermittent
ITM10808,Electronics,38.68,4.05,4,10,10.0,0.010963194412510468,Intermittent
ITM10383,Pharma,35.89,9.09,4,3,3.0,0.06414766459634369,Intermittent
ITM10251,Pharma,42.82,4.53,7,9,9.0,0.011191880853800525,Intermittent
ITM11429,Apparel,10.64,3.6,4,3,3.0,0.11447792413364237,Intermittent
ITM12574,Apparel,17.61,3.93,6,6,6.0,0.04980424820572948,Intermittent
ITM12446,Groceries,6.92,3.24,7,5,5.0,0.21921881786895658,Intermittent
ITM10064,Apparel,48.78,9.05,5,3,3.0,0.0344202140258385,Intermittent
ITM11921,Pharma,9.61,4.65,3,14,14.0,0.23413111342351725,Intermittent
ITM10893,Pharma,28.52,4.82,6,8,8.0,0.028562422177591477,Intermittent
ITM12351,Automotive,28.58,6.51,8,9,9.0,0.05188448713811329,Intermittent
ITM10255,Groceries,17.45,6.74,7,12,12.0,0.14918629567901742,Intermittent
ITM11090,Automotive,29.31,4.62,5,13,13.0,0.02484576162693853,Intermittent
ITM12349,Automotive,15.06,7.04,8,6,6.0,0.21852210458740512,Intermittent
ITM10900,Groceries,10.77,6.17,8,3,3.0,0.3282002605331878,Intermittent
ITM13065,Apparel,28.19,5.48,7,11,11.0,0.037789484294292984,Intermittent
ITM12863,Pharma,35.14,2.19,2,5,5.0,0.0038840491355984306,Intermittent
ITM11408,Groceries,22.9,5.08,8,14,14.0,0.0492103506798116,Intermittent
ITM12083,Pharma,4.81,9.57,7,9,9.0,3.9585280146610717,Lumpy
ITM12496,Groceries,36.9,3.85,3,8,8.0,0.010886009944110283,Intermittent
ITM10964,Groceries,12.18,2.1,7,5,5.0,0.02972651605231867,Intermittent
ITM11107,Automotive,22.38,9.35,5,8,8.0,0.17454324963003956,Intermittent
ITM10731,Automotive,43.98,1.8,5,5,5.0,0.001675076169435816,Intermittent
ITM11302,Groceries,18.42,8.95,8,14,14.0,0.236084143539395,Intermittent
ITM11231,Apparel,46.63,4.66,8,3,3.0,0.009987136886313374,Intermittent
ITM10479,Automotive,10.12,6.05,2,4,4.0,0.3573960302457467,Intermittent
ITM12372,Electronics,4.0,3.35,8,14,14.0,0.70140625,Lumpy
ITM12027,Pharma,21.72,3.89,6,5,5.0,0.03207595243667098,Intermittent
ITM11611,Electronics,22.76,9.39,4,10,10.0,0.17021062604822693,Intermittent
ITM12652,Apparel,28.11,3.41,4,8,8.0,0.01471590809141452,Intermittent
ITM11393,Groceries,20.44,0.64,3,14,14.0,0.0009803884023115719,Intermittent
ITM12899,Pharma,10.15,5.47,7,9,9.0,0.2904307311509621,Intermittent
ITM12342,Automotive,36.43,6.08,5,13,13.0,0.02785407983709993,Intermittent
ITM12275,Automotive,32.11,7.1,5,10,10.0,0.048891806728292395,Intermittent
ITM12530,Apparel,30.96,4.42,6,3,3.0,0.020381804645821226,Intermittent
ITM12736,Groceries,48.05,6.37,6,6,6.0,0.017574868357081216,Intermittent
ITM12911,Electronics,18.9,9.67,5,11,11.0,0.2617757061672406,Intermittent
ITM11957,Electronics,26.95,6.01,5,5,5.0,0.04973148240574692,Intermittent
ITM12745,Electronics,22.2,8.0,5,14,14.0,0.1298595893190488,Intermittent
ITM10204,Pharma,30.72,5.12,7,14,14.0,0.027777777777777783,Intermittent
ITM11660,Apparel,14.61,7.04,4,5,5.0,0.23219073506421348,Intermittent
ITM11652,Groceries,34.62,4.33,7,9,9.0,0.01564305836312781,Intermittent
ITM10933,Groceries,41.91,8.36,4,5,5.0,0.03979030180282583,Intermittent
ITM11380,Electronics,27.39,2.71,3,7,7.0,0.009789364900939346,Intermittent
ITM13174,Automotive,4.21,5.42,5,5,5.0,1.6574268933260365,Lumpy
ITM11405,Pharma,6.8,3.17,4,3,3.0,0.2173205017301038,Intermittent
ITM10474,Groceries,37.87,3.95,2,12,12.0,0.010879365840178859,Intermittent
ITM11882,Automotive,13.08,7.39,5,7,7.0,0.3192077219463381,Intermittent
ITM12087,Pharma,21.61,9.01,3,5,5.0,0.17383613127502584,Intermittent
ITM12648,Automotive,16.92,9.75,9,14,14.0,0.332053845380011,Intermittent
ITM10803,Automotive,19.66,9.79,8,12,12.0,0.24796955155238232,Intermittent
ITM12161,Automotive,26.04,5.98,2,8,8.0,0.052737605621506325,Intermittent
