SKU,category,forecast_14d_total,mu_demand,sigma_demand,mu_lead,sigma_lead,safety_stock,ROP,EOQ,current_stock,annual_cost_dynamic,annual_cost_static,cost_saving_pct,action
ITM10249,Groceries,49.26,3.518,0.016,3.0,1.5,8.68,19.24,18.85,348,10591.32,14274.4,25.8,Hold
ITM10250,Electronics,423.33,30.238,0.042,7.0,1.5,74.61,286.28,133.37,185,18423.54,20769.52,11.3,Reorder Now
ITM10251,Pharma,583.08,41.648,0.122,7.0,1.5,102.77,394.31,55.14,478,86561.21,177841.43,51.33,Hold
ITM10252,Pharma,290.31,20.736,0.027,9.0,1.5,51.17,237.79,99.37,329,15323.11,18579.85,17.53,Hold
ITM10253,Groceries,217.13,15.509,0.322,9.0,1.5,38.3,177.88,75.79,459,14074.06,18458.39,23.75,Hold
ITM10255,Groceries,250.76,17.912,0.042,7.0,1.5,44.2,169.58,43.65,119,33409.92,56696.05,41.07,Reorder Now
ITM10256,Electronics,55.82,3.987,0.019,7.0,1.5,9.84,37.75,28.82,128,7500.93,5629.79,-33.24,Hold
ITM10257,Automotive,665.97,47.569,0.234,6.0,1.5,117.38,402.79,62.19,362,89298.7,178961.99,50.1,Reorder Now
ITM10258,Apparel,412.82,29.487,0.377,2.0,1.5,72.77,131.74,52.01,192,55024.22,104452.24,47.32,Hold
ITM10259,Apparel,579.55,41.396,0.215,9.0,1.5,102.15,474.72,68.59,256,62395.7,114512.85,45.51,Reorder Now
ITM10260,Apparel,580.76,41.483,0.17,3.0,1.5,102.36,226.81,47.74,181,107282.79,224398.96,52.19,Reorder Now
ITM10262,Automotive,127.72,9.123,0.052,9.0,1.5,22.51,104.62,48.37,235,11754.27,16332.55,28.03,Hold
ITM10263,Electronics,220.9,15.779,0.434,6.0,1.5,38.97,133.64,36.57,283,35414.81,64953.05,45.48,Hold
ITM10264,Pharma,251.48,17.963,0.012,8.0,1.5,44.32,188.03,81.57,282,15684.59,19280.41,18.65,Hold
ITM10265,Electronics,464.75,33.197,0.086,9.0,1.5,81.91,380.68,76.99,311,38538.88,63374.51,39.19,Reorder Now
ITM10266,Pharma,423.86,30.276,0.135,8.0,1.5,74.71,316.91,40.67,293,82595.0,175149.45,52.84,Reorder Now
ITM10267,Electronics,335.0,23.928,0.307,4.0,1.5,59.05,154.77,49.41,22,43165.02,81323.43,46.92,Reorder Now
ITM10268,Automotive,168.7,12.05,0.228,7.0,1.5,29.75,114.1,25.87,47,38743.84,68755.98,43.65,Reorder Now
ITM10269,Pharma,289.65,20.689,0.129,7.0,1.5,51.05,195.88,70.19,345,22361.77,31666.23,29.38,Hold
ITM10270,Groceries,380.92,27.208,0.074,5.0,1.5,67.14,203.18,74.52,447,30300.25,48036.67,36.92,Hold
ITM10271,Electronics,329.44,23.532,0.302,2.0,1.5,58.07,105.13,55.28,168,36151.69,62747.09,42.39,Hold
ITM10272,Electronics,124.18,8.87,0.464,2.0,1.5,21.91,39.65,33.3,47,17740.33,23582.91,24.77,Hold
ITM10273,Pharma,465.62,33.258,0.057,5.0,1.5,82.07,248.36,46.78,329,77551.28,153282.77,49.41,Hold
ITM10274,Groceries,83.05,5.932,0.367,5.0,1.5,14.7,44.36,21.87,457,17634.82,23355.83,24.5,Hold
ITM10275,Groceries,286.52,20.465,0.246,6.0,1.5,50.51,173.3,42.19,84,42642.99,74686.35,42.9,Reorder Now
ITM10276,Automotive,505.31,36.093,0.109,8.0,1.5,89.06,377.81,53.95,375,71314.95,137706.51,48.21,Reorder Now
ITM10277,Groceries,77.23,5.517,0.402,5.0,1.5,13.69,41.27,19.24,40,18917.75,15665.29,-20.76,Reorder Now
ITM10278,Groceries,423.17,30.227,0.053,8.0,1.5,74.58,316.4,40.98,271,81441.43,159388.51,48.9,Reorder Now
ITM10279,Groceries,251.52,17.966,0.046,9.0,1.5,44.33,206.02,44.93,254,32274.78,53904.19,40.13,Hold
ITM10280,Apparel,48.66,3.476,0.019,9.0,1.5,8.58,39.86,14.6,246,14425.61,12326.52,-17.03,Hold
ITM10281,Automotive,169.15,12.082,0.25,4.0,1.5,29.82,78.15,34.08,32,26465.1,39447.99,32.91,Reorder Now
ITM10282,Electronics,675.1,48.222,0.039,8.0,1.5,118.99,504.76,57.27,332,103373.84,207312.94,50.14,Reorder Now
ITM10283,Pharma,381.17,27.227,0.017,6.0,1.5,67.18,230.54,39.33,68,73392.72,144291.15,49.14,Reorder Now
ITM10284,Electronics,675.84,48.274,0.051,9.0,1.5,119.12,553.58,173.7,137,25910.46,30692.74,15.58,Reorder Now
ITM10285,Automotive,379.28,27.091,0.225,7.0,1.5,66.86,256.5,48.75,73,53047.08,97972.5,45.86,Reorder Now
ITM10286,Pharma,377.14,26.939,0.312,7.0,1.5,66.48,255.05,36.89,157,79621.83,166885.93,52.29,Reorder Now
ITM10287,Automotive,285.75,20.411,0.16,9.0,1.5,50.37,234.06,44.3,72,39661.67,70423.12,43.68,Reorder Now
ITM10289,Pharma,168.46,12.033,0.277,9.0,1.5,29.72,138.02,51.71,322,15571.34,24266.09,35.83,Hold
ITM10290,Groceries,251.66,17.976,0.037,8.0,1.5,44.36,188.16,37.92,72,40819.66,74176.36,44.97,Reorder Now
ITM10291,Electronics,332.02,23.716,0.067,7.0,1.5,58.52,224.53,36.81,93,65221.59,128630.75,49.3,Reorder Now
ITM10292,Electronics,161.1,11.507,0.468,7.0,1.5,28.47,109.01,35.37,65,23534.84,35765.54,34.2,Reorder Now
ITM10293,Pharma,162.17,11.584,0.353,3.0,1.5,28.6,63.35,33.7,32,25308.15,44108.32,42.62,Reorder Now
ITM10294,Pharma,214.8,15.343,0.028,9.0,1.5,37.86,175.95,76.82,184,13683.1,16546.83,17.31,Hold
ITM10295,Automotive,326.2,23.3,0.299,4.0,1.5,57.5,150.7,113.77,121,15504.86,18012.24,13.92,Reorder Now
ITM10297,Groceries,583.79,41.699,0.103,6.0,1.5,102.89,353.09,49.53,277,102186.53,217742.42,53.07,Reorder Now
ITM10298,Pharma,214.68,15.334,0.014,6.0,1.5,37.84,129.84,28.64,489,48170.1,91378.79,47.29,Hold
ITM10299,Electronics,131.73,9.409,0.12,7.0,1.5,23.22,89.09,26.4,356,26168.98,48014.31,45.5,Hold
ITM10300,Automotive,288.46,20.605,0.19,9.0,1.5,50.85,236.29,35.13,375,56166.92,104321.44,46.16,Hold
ITM10301,Automotive,639.18,45.655,0.363,2.0,1.5,112.66,203.97,55.17,417,100217.79,201700.77,50.31,Hold
ITM10302,Electronics,57.4,4.1,0.137,6.0,1.5,10.13,34.73,16.93,157,14874.67,12331.35,-20.62,Hold
ITM10303,Automotive,455.97,32.569,0.413,9.0,1.5,80.39,373.51,45.69,182,77735.29,163064.98,52.33,Reorder Now
ITM10304,Groceries,328.43,23.459,0.386,4.0,1.5,57.9,151.73,47.04,428,44883.61,84584.18,46.94,Hold
ITM10305,Pharma,127.39,9.099,0.006,5.0,1.5,22.45,67.95,30.63,406,20453.68,32750.99,37.55,Hold
ITM10306,Electronics,256.03,18.288,0.285,9.0,1.5,45.15,209.74,67.62,130,19800.85,26571.56,25.48,Reorder Now
ITM10307,Pharma,159.94,11.424,0.27,4.0,1.5,28.2,73.9,25.92,121,35670.17,68735.64,48.11,Hold
ITM10309,Automotive,332.21,23.73,0.066,7.0,1.5,58.55,224.66,62.37,287,31254.34,52498.17,40.47,Hold
ITM10310,Electronics,423.14,30.224,0.127,3.0,1.5,74.58,165.25,52.66,201,56137.02,99997.77,43.86,Hold
ITM10311,Groceries,423.08,30.22,0.072,8.0,1.5,74.57,316.33,39.37,391,86608.36,177875.09,51.31,Hold
ITM10312,Apparel,464.54,33.181,0.068,6.0,1.5,81.88,280.96,45.68,43,80084.05,157553.34,49.17,Reorder Now
ITM10313,Electronics,333.06,23.79,0.28,8.0,1.5,58.72,249.04,54.53,48,37410.55,68089.01,45.06,Reorder Now
ITM10314,Apparel,80.19,5.728,0.384,9.0,1.5,14.26,65.81,19.81,190,19199.41,15309.37,-25.41,Hold
ITM10315,Apparel,246.65,17.618,0.322,8.0,1.5,43.5,184.44,30.69,428,53854.27,103958.23,48.2,Hold
ITM10316,Groceries,149.77,10.698,0.137,6.0,1.5,26.4,90.59,30.91,247,25379.57,40987.83,38.08,Hold
ITM10317,Apparel,465.98,33.284,0.025,6.0,1.5,82.13,281.83,58.28,397,56297.94,107130.15,47.45,Hold
ITM10318,Apparel,50.6,3.614,0.002,9.0,1.5,8.92,41.45,17.73,207,11844.64,18716.78,36.72,Hold
ITM10319,Groceries,413.18,29.513,0.466,7.0,1.5,72.85,279.44,65.4,365,40204.44,66696.82,39.72,Hold
ITM10320,Apparel,163.61,11.686,0.3,6.0,1.5,28.86,98.98,25.34,249,38138.9,69207.79,44.89,Hold
ITM10321,Apparel,674.16,48.154,0.196,2.0,1.5,118.82,215.13,54.69,340,110751.46,227268.75,51.27,Hold
ITM10322,Apparel,246.39,17.599,0.38,2.0,1.5,43.44,78.63,34.96,359,44416.01,82456.81,46.13,Hold
ITM10323,Electronics,250.56,17.897,0.04,5.0,1.5,44.16,133.65,38.3,138,39986.49,69397.32,42.38,Hold
ITM10324,Electronics,632.17,45.155,0.044,6.0,1.5,111.42,382.35,48.24,175,121299.59,263821.76,54.02,Reorder Now
ITM10325,Electronics,290.74,20.767,0.053,3.0,1.5,51.24,113.55,55.67,291,29936.68,50556.41,40.79,Hold
ITM10326,Groceries,674.69,48.192,0.21,5.0,1.5,118.92,359.88,86.78,194,56844.8,99052.81,42.61,Reorder Now
ITM10327,Automotive,51.11,3.651,0.022,7.0,1.5,9.01,34.57,25.53,484,7726.69,8165.1,5.37,Hold
ITM10328,Apparel,224.57,16.04,0.064,6.0,1.5,39.58,135.82,32.59,123,42705.63,79714.43,46.43,Reorder Now
ITM10329,Apparel,462.52,33.037,0.186,2.0,1.5,81.52,147.59,45.3,111,80554.69,165241.89,51.25,Reorder Now
ITM10331,Apparel,216.72,15.48,0.185,9.0,1.5,38.21,177.52,33.99,479,38135.82,62060.6,38.55,Hold
ITM10332,Electronics,632.98,45.213,0.116,5.0,1.5,111.56,337.63,77.13,302,60594.79,112188.04,45.99,Reorder Now
ITM10333,Automotive,423.8,30.271,0.082,3.0,1.5,74.69,165.51,129.68,200,18952.08,22345.14,15.18,Hold
ITM10334,Pharma,546.75,39.054,0.186,6.0,1.5,96.37,330.69,82.06,189,44899.97,77283.05,41.9,Reorder Now
ITM10335,Apparel,285.7,20.407,0.164,4.0,1.5,50.36,131.99,41.07,206,44102.61,81415.72,45.83,Hold
ITM10337,Pharma,631.98,45.142,0.209,3.0,1.5,111.39,246.81,53.45,241,103301.82,215283.41,52.02,Reorder Now
ITM10338,Automotive,637.43,45.53,0.427,7.0,1.5,112.36,431.08,101.72,252,42691.55,69072.53,38.19,Reorder Now
ITM10339,Pharma,332.6,23.757,0.069,2.0,1.5,58.62,106.14,108.99,181,16571.33,21192.78,21.81,Hold
ITM10341,Pharma,97.64,6.974,0.522,6.0,1.5,17.34,59.18,53.91,153,7513.62,8517.91,11.79,Hold
ITM10343,Pharma,49.19,3.514,0.007,6.0,1.5,8.67,29.75,35.42,499,5147.75,4471.92,-15.11,Hold
ITM10344,Apparel,294.64,21.046,0.484,2.0,1.5,51.94,94.04,42.41,243,44135.52,78986.68,44.12,Hold
ITM10345,Apparel,214.92,15.351,0.003,7.0,1.5,37.88,145.34,44.08,172,26434.81,44956.83,41.2,Hold
ITM10346,Groceries,505.39,36.099,0.128,6.0,1.5,89.08,305.67,86.72,52,37388.1,59323.98,36.98,Reorder Now
ITM10347,Electronics,53.8,3.843,0.328,8.0,1.5,9.6,40.35,17.68,74,12949.29,20244.16,36.03,Hold
ITM10348,Apparel,338.01,24.143,0.205,2.0,1.5,59.58,107.86,55.28,461,37525.24,66565.29,43.63,Hold
ITM10349,Automotive,421.8,30.129,0.31,2.0,1.5,74.35,134.6,84.7,26,29879.61,44349.59,32.63,Reorder Now
ITM10350,Apparel,424.2,30.3,0.108,9.0,1.5,74.77,347.47,46.03,263,68580.55,138576.77,50.51,Reorder Now
ITM10352,Electronics,214.83,15.345,0.024,7.0,1.5,37.86,145.28,49.75,145,22627.44,36666.82,38.29,Reorder Now
ITM10353,Pharma,465.17,33.227,0.17,7.0,1.5,81.99,314.58,85.93,31,33644.6,53967.41,37.66,Reorder Now
ITM10354,Apparel,583.19,41.656,0.022,9.0,1.5,102.79,477.69,131.75,35,28147.35,37740.96,25.42,Reorder Now
ITM10355,Groceries,505.19,36.085,0.029,8.0,1.5,89.04,377.72,57.28,227,65331.07,120984.01,46.0,Reorder Now
ITM10356,Pharma,640.84,45.774,0.255,6.0,1.5,112.95,387.6,52.2,62,109624.52,232646.81,52.88,Reorder Now
ITM10357,Automotive,502.01,35.858,0.253,4.0,1.5,88.48,231.91,78.63,392,41921.22,70284.69,40.36,Hold
ITM10358,Electronics,548.45,39.175,0.166,8.0,1.5,96.67,410.07,63.23,480,64343.01,118736.66,45.81,Hold
ITM10359,Automotive,127.6,9.115,0.007,5.0,1.5,22.49,68.06,47.15,154,12085.01,16769.39,27.93,Hold
ITM10360,Pharma,285.9,20.422,0.183,7.0,1.5,50.4,193.35,48.45,247,35115.62,63735.24,44.9,Hold
ITM10363,Automotive,380.05,27.147,0.068,8.0,1.5,66.99,284.16,44.19,476,61360.38,117853.27,47.93,Hold
ITM10364,Pharma,226.65,16.189,0.283,4.0,1.5,39.96,104.71,47.09,179,26149.1,40626.36,35.64,Hold
ITM10365,Automotive,503.34,35.953,0.176,3.0,1.5,88.71,196.57,45.07,350,92992.63,185481.87,49.86,Hold
ITM10366,Pharma,316.98,22.641,0.08,3.0,1.5,55.87,123.79,70.93,283,24959.06,39645.69,37.04,Hold
ITM10367,Groceries,331.93,23.709,0.058,9.0,1.5,58.5,271.89,97.38,244,18551.68,23841.31,22.19,Reorder Now
ITM10368,Pharma,676.81,48.344,0.048,7.0,1.5,119.29,457.69,50.58,490,126003.34,272781.76,53.81,Hold
ITM10369,Automotive,287.59,20.542,0.171,7.0,1.5,50.69,194.49,54.56,236,30257.77,49302.87,38.63,Hold
ITM10370,Apparel,252.92,18.066,0.147,5.0,1.5,44.58,134.91,31.0,475,55159.54,111734.56,50.63,Hold
ITM10371,Pharma,251.53,17.966,0.016,7.0,1.5,44.33,170.09,37.03,64,42183.25,72620.72,41.91,Reorder Now
ITM10372,Apparel,629.53,44.967,0.257,4.0,1.5,110.96,290.82,47.9,233,121851.95,258767.96,52.91,Reorder Now
ITM10374,Electronics,423.58,30.256,0.112,6.0,1.5,74.66,256.19,100.43,151,24693.32,34324.76,28.06,Reorder Now
ITM10375,Groceries,136.94,9.782,0.356,8.0,1.5,24.19,102.45,23.85,123,31945.04,58585.22,45.47,Hold
ITM10376,Pharma,380.58,27.184,0.312,9.0,1.5,67.09,311.75,84.58,214,25998.19,38513.04,32.5,Reorder Now
ITM10377,Apparel,217.24,15.517,0.162,4.0,1.5,38.29,100.36,33.06,432,39811.98,69011.5,42.31,Hold
ITM10378,Apparel,504.78,36.056,0.111,5.0,1.5,88.97,269.25,58.6,176,63135.92,121414.67,48.0,Reorder Now
ITM10379,Automotive,583.66,41.69,0.022,6.0,1.5,102.87,353.01,53.81,117,89958.05,182068.63,50.59,Reorder Now
ITM10381,Automotive,505.42,36.101,0.08,8.0,1.5,89.08,377.89,47.06,431,87586.22,181437.6,51.73,Hold
ITM10382,Electronics,380.9,27.207,0.035,3.0,1.5,67.13,148.76,40.12,224,71126.86,136987.8,48.08,Hold
ITM10383,Pharma,511.96,36.569,0.406,4.0,1.5,90.24,236.52,46.24,98,91862.76,185400.03,50.45,Reorder Now
ITM10384,Automotive,290.6,20.757,0.005,8.0,1.5,51.22,217.27,48.57,143,35838.89,64766.69,44.66,Reorder Now
ITM10385,Electronics,465.83,33.274,0.059,6.0,1.5,82.1,281.74,43.11,490,87883.24,178577.02,50.79,Hold
ITM10386,Apparel,214.64,15.331,0.034,5.0,1.5,37.83,114.49,32.29,447,40423.79,67793.7,40.37,Hold
ITM10387,Apparel,74.16,5.297,0.09,8.0,1.5,13.08,55.46,17.7,237,19954.99,29577.09,32.53,Hold
ITM10388,Electronics,295.95,21.139,0.46,3.0,1.5,52.18,115.6,32.67,23,65181.12,131234.05,50.33,Reorder Now
ITM10389,Apparel,332.58,23.756,0.133,6.0,1.5,58.62,201.16,86.16,109,21245.96,29357.35,27.63,Reorder Now
ITM10390,Electronics,215.33,15.381,0.028,8.0,1.5,37.95,161.0,43.85,123,26692.67,39738.69,32.83,Reorder Now
ITM10391,Automotive,513.72,36.694,0.375,4.0,1.5,90.55,237.33,47.45,412,88798.16,180891.48,50.91,Hold
ITM10392,Automotive,99.8,7.128,0.057,3.0,1.5,17.59,38.97,52.36,138,7939.21,7565.96,-4.93,Hold
ITM10393,Electronics,165.7,11.836,0.019,4.0,1.5,29.2,76.55,32.36,152,27553.9,47776.4,42.33,Hold
ITM10394,Automotive,544.13,38.866,0.398,4.0,1.5,95.91,251.38,47.4,331,97585.73,196020.9,50.22,Hold
ITM10395,Automotive,328.6,23.471,0.424,4.0,1.5,57.93,151.82,129.48,115,13860.21,14486.48,4.32,Reorder Now
ITM10396,Automotive,505.65,36.118,0.037,8.0,1.5,89.12,378.06,43.71,487,98227.82,201640.65,51.29,Hold
ITM10397,Groceries,422.7,30.193,0.118,3.0,1.5,74.5,165.08,39.25,453,86886.7,171702.88,49.4,Hold
ITM10398,Pharma,664.9,47.493,0.261,8.0,1.5,117.2,497.14,81.79,350,60233.93,107527.65,43.98,Reorder Now
ITM10399,Apparel,423.52,30.251,0.162,8.0,1.5,74.65,316.66,44.04,162,73099.97,145821.73,49.87,Reorder Now
ITM10400,Groceries,62.57,4.469,0.453,8.0,1.5,11.23,46.98,36.26,307,6708.14,6065.47,-10.6,Hold
ITM10401,Automotive,252.43,18.031,0.027,6.0,1.5,44.49,152.67,33.89,47,48206.01,92926.86,48.12,Reorder Now
ITM10402,Electronics,112.55,8.039,0.316,7.0,1.5,19.88,76.16,28.21,297,19198.06,31072.26,38.21,Hold
ITM10403,Automotive,632.58,45.184,0.004,2.0,1.5,111.49,201.86,51.11,252,110918.33,237367.72,53.27,Hold
ITM10404,Pharma,86.61,6.186,0.01,6.0,1.5,15.26,52.38,35.17,36,10333.95,14167.25,27.06,Reorder Now
ITM10405,Automotive,290.41,20.744,0.059,3.0,1.5,51.19,113.42,38.77,78,49096.51,89693.77,45.26,Reorder Now
ITM10406,Electronics,166.45,11.889,0.077,2.0,1.5,29.34,53.11,27.34,109,35064.93,65071.01,46.11,Hold
ITM10407,Pharma,582.7,41.621,0.16,2.0,1.5,102.7,185.94,93.12,218,41903.69,68593.83,38.91,Hold
ITM10408,Automotive,214.16,15.297,0.04,2.0,1.5,37.75,68.34,30.45,381,43860.97,86782.66,49.46,Hold
ITM10409,Pharma,674.19,48.156,0.181,7.0,1.5,118.83,455.92,50.08,460,127160.05,278937.77,54.41,Hold
ITM10410,Apparel,60.96,4.354,0.281,8.0,1.5,10.82,45.66,18.52,45,14394.77,18290.57,21.3,Reorder Now
ITM10411,Apparel,119.14,8.51,0.549,9.0,1.5,21.17,97.77,23.14,44,27267.34,42042.03,35.14,Reorder Now
ITM10412,Automotive,168.09,12.006,0.255,5.0,1.5,29.64,89.67,32.89,413,27524.79,47388.42,41.92,Hold
ITM10413,Pharma,583.04,41.646,0.118,3.0,1.5,102.76,227.7,57.95,320,80340.01,155015.36,48.17,Hold
ITM10414,Electronics,631.06,45.076,0.115,9.0,1.5,111.23,516.91,186.21,358,22339.62,23366.06,4.39,Reorder Now
ITM10415,Automotive,77.27,5.52,0.431,7.0,1.5,13.75,52.38,22.4,286,15520.93,20770.07,25.27,Hold
ITM10416,Apparel,49.39,3.528,0.004,7.0,1.5,8.71,33.4,17.22,480,11903.7,14286.59,16.68,Hold
ITM10417,Apparel,540.71,38.622,0.405,5.0,1.5,95.31,288.42,53.1,200,81259.26,157348.36,48.36,Reorder Now
ITM10418,Automotive,120.71,8.622,0.477,2.0,1.5,21.3,38.55,45.31,475,11785.39,14579.61,19.17,Hold
ITM10419,Pharma,116.71,8.337,0.29,8.0,1.5,20.61,87.31,38.58,379,13621.44,18569.69,26.65,Hold
ITM10420,Apparel,50.94,3.638,0.038,5.0,1.5,8.98,27.17,15.37,87,14350.53,15543.82,7.68,Hold
ITM10422,Apparel,210.99,15.07,0.268,9.0,1.5,37.21,172.84,41.15,431,28205.5,44506.38,36.63,Hold
ITM10423,Apparel,78.13,5.581,0.247,5.0,1.5,13.8,41.7,31.02,478,10506.97,12546.89,16.26,Hold
ITM10424,Groceries,251.93,17.995,0.037,7.0,1.5,44.4,170.37,39.73,340,38291.62,72597.37,47.25,Hold
ITM10425,Apparel,578.96,41.354,0.191,3.0,1.5,102.04,226.11,45.7,68,114321.8,244722.72,53.29,Reorder Now
ITM10426,Electronics,249.17,17.798,0.217,4.0,1.5,43.92,115.11,32.17,194,51017.44,94396.23,45.95,Hold
ITM10427,Automotive,505.76,36.126,0.044,8.0,1.5,89.14,378.15,76.96,71,43574.28,74397.21,41.43,Reorder Now
ITM10428,Automotive,86.84,6.203,0.01,9.0,1.5,15.31,71.14,27.85,121,13732.61,19172.1,28.37,Hold
ITM10429,Pharma,465.04,33.217,0.041,9.0,1.5,81.96,380.92,42.37,235,90020.94,186100.98,51.63,Reorder Now
ITM10430,Apparel,250.36,17.883,0.213,5.0,1.5,44.13,133.55,31.43,457,53186.76,96357.36,44.8,Hold
ITM10431,Electronics,544.43,38.888,0.399,8.0,1.5,95.97,407.07,97.39,207,36033.68,53893.18,33.14,Reorder Now
ITM10432,Pharma,118.7,8.478,0.556,5.0,1.5,21.02,63.41,22.46,76,28212.47,46078.45,38.77,Hold
ITM10433,Groceries,631.36,45.097,0.154,2.0,1.5,111.28,201.47,82.04,66,55506.43,97075.31,42.82,Reorder Now
ITM10435,Pharma,251.17,17.941,0.098,2.0,1.5,44.27,80.15,127.71,193,10179.07,10321.97,1.38,Hold
ITM10436,Apparel,675.21,48.23,0.022,9.0,1.5,119.01,553.07,49.11,261,131524.69,278630.14,52.8,Reorder Now
ITM10437,Groceries,411.8,29.414,0.305,7.0,1.5,72.59,278.49,43.56,301,71082.73,140852.19,49.53,Hold
ITM10438,Pharma,251.69,17.978,0.062,2.0,1.5,44.36,80.32,56.66,260,23929.38,38952.02,38.57,Hold
ITM10439,Electronics,673.34,48.096,0.383,8.0,1.5,118.69,503.46,58.61,389,99379.14,199789.59,50.26,Reorder Now
ITM10440,Electronics,248.71,17.765,0.297,6.0,1.5,43.85,150.44,51.88,24,26304.1,41139.21,36.06,Reorder Now
ITM10441,Automotive,101.73,7.267,0.049,8.0,1.5,17.93,76.07,51.88,103,8206.0,10129.93,18.99,Hold
ITM10442,Groceries,677.3,48.378,0.014,5.0,1.5,119.37,361.27,72.91,327,72697.19,140487.86,48.25,Reorder Now
ITM10443,Groceries,214.07,15.291,0.191,2.0,1.5,37.73,68.31,34.7,380,36365.7,61273.9,40.65,Hold
ITM10444,Automotive,583.24,41.66,0.159,3.0,1.5,102.8,227.78,124.22,478,29975.15,41858.67,28.39,Hold
ITM10445,Pharma,127.47,9.105,0.002,6.0,1.5,22.47,77.1,29.04,267,21964.34,36587.1,39.97,Hold
ITM10446,Groceries,505.82,36.13,0.067,7.0,1.5,89.15,342.06,57.84,73,64537.23,124680.03,48.24,Reorder Now
ITM10447,Electronics,380.52,27.18,0.082,4.0,1.5,67.07,175.79,45.9,180,58151.27,109423.22,46.86,Hold
ITM10448,Electronics,672.1,48.007,0.345,5.0,1.5,118.46,358.5,92.59,453,51900.81,89327.08,41.9,Hold
ITM10449,Apparel,380.88,27.206,0.065,5.0,1.5,67.13,203.16,139.4,441,15518.75,17286.26,10.22,Hold
ITM10451,Pharma,423.9,30.278,0.083,4.0,1.5,74.71,195.83,59.34,245,47603.66,85936.76,44.61,Hold
ITM10452,Automotive,131.89,9.421,0.151,9.0,1.5,23.26,108.04,26.82,34,25662.14,39265.1,34.64,Reorder Now
ITM10453,Automotive,549.0,39.214,0.113,4.0,1.5,96.76,253.62,45.79,243,104458.02,223354.38,53.23,Reorder Now
ITM10454,Pharma,576.38,41.17,0.186,7.0,1.5,101.59,389.78,91.66,80,42076.68,70545.7,40.36,Reorder Now
ITM10455,Apparel,333.56,23.826,0.31,7.0,1.5,58.81,225.58,41.11,141,55767.8,110202.34,49.4,Reorder Now
ITM10456,Automotive,548.3,39.164,0.052,6.0,1.5,96.64,331.62,116.21,296,29677.5,41513.6,28.51,Reorder Now
ITM10457,Groceries,141.67,10.119,0.198,9.0,1.5,24.99,116.06,46.9,65,13916.99,17576.06,20.82,Reorder Now
ITM10458,Apparel,332.52,23.752,0.097,5.0,1.5,58.61,177.37,47.11,472,45624.77,87566.66,47.9,Hold
ITM10459,Groceries,294.68,21.049,0.453,2.0,1.5,51.95,94.05,38.1,409,51499.49,95009.46,45.8,Hold
ITM10460,Electronics,415.97,29.712,0.511,7.0,1.5,73.35,281.33,41.44,313,77906.82,163512.97,52.35,Hold
ITM10461,Apparel,50.5,3.607,0.012,3.0,1.5,8.9,19.72,15.46,81,14082.27,20266.88,30.52,Hold
ITM10463,Apparel,86.05,6.147,0.013,3.0,1.5,15.17,33.61,20.95,465,19578.93,27000.59,27.49,Hold
ITM10464,Apparel,464.65,33.189,0.057,8.0,1.5,81.89,347.41,44.58,229,83149.81,168697.52,50.71,Reorder Now
ITM10465,Apparel,75.2,5.371,0.066,9.0,1.5,13.26,61.6,22.1,97,15175.18,12723.39,-19.27,Hold
ITM10466,Apparel,585.52,41.823,0.345,9.0,1.5,103.21,479.62,46.55,221,113132.82,238693.74,52.6,Reorder Now
ITM10467,Groceries,127.41,9.101,0.005,7.0,1.5,22.46,86.16,90.96,321,6214.48,6429.92,3.35,Hold
ITM10468,Electronics,380.28,27.163,0.063,7.0,1.5,67.03,257.17,40.45,416,70077.35,135475.44,48.27,Hold
ITM10469,Pharma,209.87,14.99,0.346,3.0,1.5,37.0,81.97,45.01,242,24886.76,37780.52,34.13,Hold
ITM10470,Apparel,505.83,36.131,0.015,9.0,1.5,89.15,414.33,51.93,241,75595.38,150152.17,49.65,Reorder Now
ITM10471,Automotive,252.72,18.051,0.15,9.0,1.5,44.55,207.01,35.65,22,44862.61,78623.4,42.94,Reorder Now
ITM10472,Apparel,513.04,36.646,0.412,7.0,1.5,90.44,346.96,73.41,497,47355.73,81619.92,41.98,Hold
ITM10473,Automotive,218.31,15.594,0.311,8.0,1.5,38.5,163.25,27.99,25,51146.47,95979.23,46.71,Reorder Now
ITM10474,Groceries,546.94,39.067,0.237,2.0,1.5,96.4,174.53,114.12,112,30181.14,41330.31,26.98,Reorder Now
ITM10476,Pharma,214.93,15.352,0.035,6.0,1.5,37.88,129.99,29.2,447,46877.2,87323.56,46.32,Hold
ITM10477,Electronics,377.68,26.977,0.221,9.0,1.5,66.58,309.37,90.42,254,23833.02,32018.41,25.56,Reorder Now
ITM10478,Automotive,82.49,5.892,0.411,5.0,1.5,14.62,44.08,26.81,127,13473.78,14490.61,7.02,Hold
ITM10479,Automotive,129.62,9.259,0.204,2.0,1.5,22.85,41.37,24.93,180,27673.87,52700.69,47.49,Hold
ITM10480,Electronics,633.87,45.276,0.241,6.0,1.5,111.72,383.38,53.2,228,104575.83,222859.13,53.08,Reorder Now
ITM10481,Pharma,676.8,48.343,0.02,4.0,1.5,119.29,312.66,50.31,259,127055.45,273699.85,53.58,Reorder Now
ITM10483,Automotive,169.4,12.1,0.245,9.0,1.5,29.88,138.78,26.68,352,37304.3,75455.33,50.56,Hold
ITM10484,Electronics,207.83,14.845,0.597,2.0,1.5,36.66,66.35,27.95,69,47514.87,85516.78,44.44,Hold
